text,normalized_text,label,category,mechanism,source_file
"Good day. Earlier I called about a wrong transfer of <AMOUNT> to your line and you agreed to return it. As promised, please send it to <PHONE> now so I can close the complaint. Thank you. Medaase!","Good day. Earlier I called about a wrong transfer of <AMOUNT> to your line and you agreed to return it. As promised, please send it to <PHONE> now so I can close the complaint. Thank you. Medaase!",1,reversal,commitment,v2
9131783238096816 Confirmed. You bought GHS38.00 of airtime for <PHONE> on 2026-06-13 at 11:57:34. Your Telecel Cash balance is GHS398.52.,9131783238096816 Confirmed. You bought GHS38.00 of airtime for <PHONE> on 2026-06-13 at 11:57:34. Your Telecel Cash balance is GHS398.52.,0,legitimate,none,v2
Ghana Card Office: Your records require mandatory re-verification. Update your Ghana Card and line details at <URL> in the next 48 hours to avoid deactivation.,Ghana Card Office: Your records require mandatory re-verification. Update your Ghana Card and line details at <URL> in the next 48 hours to avoid deactivation.,1,alert,authority,v2
"Attention: Chale, Attention staff: your employer has migrated payroll to a new platform. Confirm your MoMo details at <URL> today so your salary is not delayed this month.","Attention: Chale, Attention staff: your employer has migrated payroll to a new platform. Confirm your MoMo details at <URL> today so your salary is not delayed this month.",1,alert,authority,v2
"8689618441816693 confirmed. Your bundle purchase request of 203 mins to call all networks @ GHs3 - 3 days to <PHONE> on 2026-03-16 has been received at 13:57:26. 
GHS3.00 has been debited from your account. Your Telecel Cash balance is GHS32.00.",8689618441816693 confirmed. Your bundle purchase request of 203 mins to call all networks @ GHs3 - 3 days to <PHONE> on 2026-03-16 has been received at 13:57:26. GHS3.00 has been debited from your account. Your Telecel Cash balance is GHS32.00.,0,legitimate,none,v2
Attention: NCA: Your records require mandatory re-verification. Update your Ghana Card and wallet details at <URL> in the next 48 hours to avoid deactivation.,Attention: NCA: Your records require mandatory re-verification. Update your Ghana Card and wallet details at <URL> in the next 48 hours to avoid deactivation.,1,alert,authority,v2
MTN SYSTEM NOTICE: <AMOUNT> was erroneously credited to your wallet due to a network glitch. You are required to reverse it to <PHONE> within 30 minutes or your line will be flagged for fraud review.,MTN SYSTEM NOTICE: <AMOUNT> was erroneously credited to your wallet due to a network glitch. You are required to reverse it to <PHONE> within 30 minutes or your line will be flagged for fraud review.,1,reversal,authority,v2
"3982133986851953 Confirmed. GHS15.00 sent to <ACCOUNT> - <NAME> on 2026-01-19 at 00:55:50. Your Telecel Cash balance is GHS789.69. You were charged GHS0.00. Your E-levy charge is GHS0.00. Do more with Telecel Cash! Reference: thanks.
Sending money from Telecel Cash to Telecel Cash remains FREE on the Telecel Play App. Download the App <URL> and continue to enjoy the convenience. 
Sendi k3k3!",3982133986851953 Confirmed. GHS15.00 sent to <ACCOUNT> - <NAME> on 2026-01-19 at 00:55:50. Your Telecel Cash balance is GHS789.69. You were charged GHS0.00. Your E-levy charge is GHS0.00. Do more with Telecel Cash! Reference: thanks. Sending money from Telecel Cash to Telecel Cash remains FREE on the Telecel Play App. Download the App <URL> and continue to enjoy the convenience. Sendi k3k3!,0,legitimate,none,v2
"5962122810383493 Confirmed. You have received GHS328.58 from <ACCOUNT>-<NAME>  on 2026-05-09 at 19:20:36. Your Telecel Cash balance is GHS2,083.01.
Ref: GIPS Transfer","5962122810383493 Confirmed. You have received GHS328.58 from <ACCOUNT>-<NAME> on 2026-05-09 at 19:20:36. Your Telecel Cash balance is GHS2,083.01. Ref: GIPS Transfer",0,legitimate,none,v2
"Direct Debit Receipt no: 4318064561650838 confirmed at 2:00 PM. Your account was debited with GHS1,940.92 to pay 685295 - Inv.Debit. Your account balance is GHS45.00.","Direct Debit Receipt no: 4318064561650838 confirmed at 2:00 PM. Your account was debited with GHS1,940.92 to pay 685295 - Inv.Debit. Your account balance is GHS45.00.",0,legitimate,none,v2
"Please <NAME>, I mistakenly sent <AMOUNT> to your number. that was my last money for my mother's dialysis. Please transfer it back to <PHONE>. Medaase!","Please <NAME>, I mistakenly sent <AMOUNT> to your number. that was my last money for my mother's dialysis. Please transfer it back to <PHONE>. Medaase!",1,reversal,sympathy,v2
4605370755065223 Confirmed. You have withdrawn GHS111.41 from <ACCOUNT> - <NAME> on 2026-07-01 at 08:43:54. Your Telecel Cash balance is GHS306.92.,4605370755065223 Confirmed. You have withdrawn GHS111.41 from <ACCOUNT> - <NAME> on 2026-07-01 at 08:43:54. Your Telecel Cash balance is GHS306.92.,0,legitimate,none,v2
"Boss, CalBank ALERT: A withdrawal of <AMOUNT> is being processed from your number. If you did not authorize this, cancel now by confirming your PIN at <URL>. Link expires in 15 min. Reply to confirm.","Boss, CalBank ALERT: A withdrawal of <AMOUNT> is being processed from your number. If you did not authorize this, cancel now by confirming your PIN at <URL>. Link expires in 15 min. Reply to confirm.",1,alert,fear,v2
"6006617250245797 Confirmed. GHS28.50 sent to <ACCOUNT> - <NAME> on 2026-01-16 at 13:44:52. Your Telecel Cash balance is GHS3,472.15. You were charged GHS0.00. Your E-levy charge is GHS0.00. Do more with Telecel Cash! Reference: boat.
Sending money from Telecel Cash to Telecel Cash remains FREE on the Telecel Play App. Download the App <URL> and continue to enjoy the convenience. 
Sendi k3k3!","6006617250245797 Confirmed. GHS28.50 sent to <ACCOUNT> - <NAME> on 2026-01-16 at 13:44:52. Your Telecel Cash balance is GHS3,472.15. You were charged GHS0.00. Your E-levy charge is GHS0.00. Do more with Telecel Cash! Reference: boat. Sending money from Telecel Cash to Telecel Cash remains FREE on the Telecel Play App. Download the App <URL> and continue to enjoy the convenience. Sendi k3k3!",0,legitimate,none,v2
"AirtelTigo Money ALERT: A withdrawal of <AMOUNT> is being processed from your account. If you did not authorize this, cancel now by confirming your PIN at <URL>. Link expires in 15 min. Abi!","AirtelTigo Money ALERT: A withdrawal of <AMOUNT> is being processed from your account. If you did not authorize this, cancel now by confirming your PIN at <URL>. Link expires in 15 min. Abi!",1,alert,fear,v2
Please note: Cyber Security Authority: Your records require mandatory re-verification. Update your Ghana Card and line details at <URL> in the next 48 hours to avoid deactivation.,Please note: Cyber Security Authority: Your records require mandatory re-verification. Update your Ghana Card and line details at <URL> in the next 48 hours to avoid deactivation.,1,alert,authority,v2
AirtelTigo: Your profile has been temporarily suspended due to suspicious activity. Call our verification desk on <PHONE> without delay to restore access.,AirtelTigo: Your profile has been temporarily suspended due to suspicious activity. Call our verification desk on <PHONE> without delay to restore access.,1,alert,authority,v2
"9917820385598323 Confirmed. You have received GHS30.00 from <ACCOUNT>-<NAME>  on 2026-06-18 at 19:24:57. Your Telecel Cash balance is GHS350.66.
Ref: GIPS Transfer",9917820385598323 Confirmed. You have received GHS30.00 from <ACCOUNT>-<NAME> on 2026-06-18 at 19:24:57. Your Telecel Cash balance is GHS350.66. Ref: GIPS Transfer,0,legitimate,none,v2
1982681395111445 Confirmed. You bought GHS347.17 of airtime for <PHONE> on 2026-02-07 at 13:00:10. Your Telecel Cash balance is GHS10.00.,1982681395111445 Confirmed. You bought GHS347.17 of airtime for <PHONE> on 2026-02-07 at 13:00:10. Your Telecel Cash balance is GHS10.00.,0,legitimate,none,v2
"5344236287659313 Confirmed. GHS28.50 sent to <ACCOUNT> - <NAME> on 2026-04-03 at 15:18:14. Your Telecel Cash balance is GHS50.00. You were charged GHS0.00. Your E-levy charge is GHS0.00. Do more with Telecel Cash! Reference: rent.
Sending money from Telecel Cash to Telecel Cash remains FREE on the Telecel Play App. Download the App <URL> and continue to enjoy the convenience. 
Sendi k3k3!",5344236287659313 Confirmed. GHS28.50 sent to <ACCOUNT> - <NAME> on 2026-04-03 at 15:18:14. Your Telecel Cash balance is GHS50.00. You were charged GHS0.00. Your E-levy charge is GHS0.00. Do more with Telecel Cash! Reference: rent. Sending money from Telecel Cash to Telecel Cash remains FREE on the Telecel Play App. Download the App <URL> and continue to enjoy the convenience. Sendi k3k3!,0,legitimate,none,v2
"MTN ALERT: A withdrawal of <AMOUNT> is being processed from your account. If you did not authorize this, cancel now by confirming your PIN at <URL>. Link expires in 15 min. Yoo!","MTN ALERT: A withdrawal of <AMOUNT> is being processed from your account. If you did not authorize this, cancel now by confirming your PIN at <URL>. Link expires in 15 min. Yoo!",1,alert,fear,v2
"7762369436109229 confirmed. Your bundle purchase request of 50 mins to call all networks @ GHs3 - 30 days to <PHONE> on 2026-03-19 has been received at 03:05:53. 
GHS3.00 has been debited from your account. Your Telecel Cash balance is GHS3,422.75.","7762369436109229 confirmed. Your bundle purchase request of 50 mins to call all networks @ GHs3 - 30 days to <PHONE> on 2026-03-19 has been received at 03:05:53. GHS3.00 has been debited from your account. Your Telecel Cash balance is GHS3,422.75.",0,legitimate,none,v2
"8665454838280803 confirmed. Your bundle purchase request of 102 mins to call all networks @ GHs5 - 1 days to <PHONE> on 2026-02-09 has been received at 05:18:02. 
GHS5.00 has been debited from your account. Your Telecel Cash balance is GHS10.00.",8665454838280803 confirmed. Your bundle purchase request of 102 mins to call all networks @ GHs5 - 1 days to <PHONE> on 2026-02-09 has been received at 05:18:02. GHS5.00 has been debited from your account. Your Telecel Cash balance is GHS10.00.,0,legitimate,none,v2
6575556255994744 Confirmed. You bought GHS15.00 of airtime for <PHONE> on 2026-01-06 at 15:16:47. Your Telecel Cash balance is GHS329.00.,6575556255994744 Confirmed. You bought GHS15.00 of airtime for <PHONE> on 2026-01-06 at 15:16:47. Your Telecel Cash balance is GHS329.00.,0,legitimate,none,v2
8226444633568084 Confirmed. You have withdrawn GHS85.00 from <ACCOUNT> - <NAME> on 2026-02-26 at 09:48:09. Your Telecel Cash balance is GHS323.53.,8226444633568084 Confirmed. You have withdrawn GHS85.00 from <ACCOUNT> - <NAME> on 2026-02-26 at 09:48:09. Your Telecel Cash balance is GHS323.53.,0,legitimate,none,v2
"Ei! Telecel Cash ALERT: A withdrawal of <AMOUNT> is being processed from your account. If you did not authorize this, cancel now by confirming your PIN at <URL>. Link expires in 15 min. Wai!","Ei! Telecel Cash ALERT: A withdrawal of <AMOUNT> is being processed from your account. If you did not authorize this, cancel now by confirming your PIN at <URL>. Link expires in 15 min. Wai!",1,alert,fear,v2
"Charley, AirtelTigo: Your line has been temporarily put on hold due to suspicious activity. Call our verification desk on <PHONE> immediately to restore access.","Charley, AirtelTigo: Your line has been temporarily put on hold due to suspicious activity. Call our verification desk on <PHONE> immediately to restore access.",1,alert,authority,v2
Failed. Your Transfer of GHS85.00 to <ACCOUNT> - <NAME> on 2026-05-22 at 22:13:08 was unsuccessful. Your Telecel Cash balance is GHS3.00. Please try again.,Failed. Your Transfer of GHS85.00 to <ACCOUNT> - <NAME> on 2026-05-22 at 22:13:08 was unsuccessful. Your Telecel Cash balance is GHS3.00. Please try again.,0,legitimate,none,v2
"Transaction ID: 1227497755277879 confirmed from 555. You have received airtime of GHS1,170.51 from <ACCOUNT> - <NAME> on 2026-03-02 at 22:36:26.","Transaction ID: 1227497755277879 confirmed from 555. You have received airtime of GHS1,170.51 from <ACCOUNT> - <NAME> on 2026-03-02 at 22:36:26.",0,legitimate,none,v2
Direct Debit Receipt no: 7868584374104469 confirmed at 10:26 AM. Your account was debited with GHS222.21 to pay 635450 - Inv.Debit. Your account balance is GHS30.00.,Direct Debit Receipt no: 7868584374104469 confirmed at 10:26 AM. Your account was debited with GHS222.21 to pay 635450 - Inv.Debit. Your account balance is GHS30.00.,0,legitimate,none,v2
"BOSS, MTN GHANA: OVER 4,000 SUBSCRIBERS HAVE ALREADY REDEEMED THEIR REWARD THIS WEEK. YOU ARE NEXT — YOUR <AMOUNT> BONUS IS WAITING. DIAL *110# THEN FOLLOW STEPS.","BOSS, MTN GHANA: OVER 4,000 SUBSCRIBERS HAVE ALREADY REDEEMED THEIR REWARD THIS WEEK. YOU ARE NEXT — YOUR <AMOUNT> BONUS IS WAITING. DIAL *110# THEN FOLLOW STEPS.",1,promo,social_proof,v2
"5744748815936220 Confirmed. GHS2,872.02 sent to  <PHONE> <NAME> on MTN MOBILE MONEY on 2026-02-05 at 00:45:50. Your Telecel Cash balance is GHS50.00. You were charged GHS1.61. Your E-levy charge is GHS0.00. Sending money from Telecel Cash to Telecel Cash remains FREE on the Telecel Play App. Download the App <URL> and continue to enjoy the convenience.
Reference: rent. 
Sendi k3k3!","5744748815936220 Confirmed. GHS2,872.02 sent to <PHONE> <NAME> on MTN MOBILE MONEY on 2026-02-05 at 00:45:50. Your Telecel Cash balance is GHS50.00. You were charged GHS1.61. Your E-levy charge is GHS0.00. Sending money from Telecel Cash to Telecel Cash remains FREE on the Telecel Play App. Download the App <URL> and continue to enjoy the convenience. Reference: rent. Sendi k3k3!",0,legitimate,none,v2
2623847654798775 Confirmed. You bought GHS2.00 of airtime for <PHONE> on 2026-01-03 at 15:33:32. Your Telecel Cash balance is GHS142.05.,2623847654798775 Confirmed. You bought GHS2.00 of airtime for <PHONE> on 2026-01-03 at 15:33:32. Your Telecel Cash balance is GHS142.05.,0,legitimate,none,v2
"Please Hi, I think you just received <AMOUNT> from me by mistake — wrong number. I trust you'll do the right thing and transfer it back to <PHONE>. God bless you for your honesty.","Please Hi, I think you just received <AMOUNT> from me by mistake — wrong number. I trust you'll do the right thing and transfer it back to <PHONE>. God bless you for your honesty.",1,reversal,reciprocity,v2
"Attention: Massa, FINAL NOTICE: Your <AMOUNT> prize from Telecel expires in 1 hour. Claim now at <URL> — unclaimed funds return to the pool at midnight. Yoo! Act now.","Attention: Massa, FINAL NOTICE: Your <AMOUNT> prize from Telecel expires in 1 hour. Claim now at <URL> — unclaimed funds return to the pool at midnight. Yoo! Act now.",1,promo,scarcity,v2
"Sister, Hi, I think you just received <AMOUNT> from me by mistake — wrong number. I trust you'll do the right thing and send it back to <PHONE>. God bless you for your honesty. Do not ignore.","Sister, Hi, I think you just received <AMOUNT> from me by mistake — wrong number. I trust you'll do the right thing and send it back to <PHONE>. God bless you for your honesty. Do not ignore.",1,reversal,reciprocity,v2
IMPORTANT: EI! OFFICIAL AIRTELTIGO MONEY RESULT: YOUR NUMBER PLACED 1ST AND WON <AMOUNT>. A ONE-TIME ACTIVATION FEE OF <AMOUNT> IS REQUIRED TO RELEASE THE FUNDS. PAY VIA <URL>. KEEP THIS CONFIDENTIAL.,IMPORTANT: EI! OFFICIAL AIRTELTIGO MONEY RESULT: YOUR NUMBER PLACED 1ST AND WON <AMOUNT>. A ONE-TIME ACTIVATION FEE OF <AMOUNT> IS REQUIRED TO RELEASE THE FUNDS. PAY VIA <URL>. KEEP THIS CONFIDENTIAL.,1,promo,greed,v2
"AirtelTigo ALERT: A withdrawal of <AMOUNT> is being processed from your account. If you did not authorize this, cancel now by confirming your PIN at <URL>. Link expires in 15 min.","AirtelTigo ALERT: A withdrawal of <AMOUNT> is being processed from your account. If you did not authorize this, cancel now by confirming your PIN at <URL>. Link expires in 15 min.",1,alert,fear,v2
"8619073911804971 Confirmed. GHS3,186.03 sent to  <PHONE> <NAME> on MTN MOBILE MONEY on 2026-06-25 at 13:18:14. Your Telecel Cash balance is GHS10.00. You were charged GHS0.00. Your E-levy charge is GHS0.00. Sending money from Telecel Cash to Telecel Cash remains FREE on the Telecel Play App. Download the App <URL> and continue to enjoy the convenience.
Reference: food. 
Sendi k3k3!","8619073911804971 Confirmed. GHS3,186.03 sent to <PHONE> <NAME> on MTN MOBILE MONEY on 2026-06-25 at 13:18:14. Your Telecel Cash balance is GHS10.00. You were charged GHS0.00. Your E-levy charge is GHS0.00. Sending money from Telecel Cash to Telecel Cash remains FREE on the Telecel Play App. Download the App <URL> and continue to enjoy the convenience. Reference: food. Sendi k3k3!",0,legitimate,none,v2
"Congratulations <NAME>! Your line has been selected for <AMOUNT> in the MTN Ghana festive mega promo. To claim, authenticate your number at <URL>.","Congratulations <NAME>! Your line has been selected for <AMOUNT> in the MTN Ghana festive mega promo. To claim, authenticate your number at <URL>.",1,promo,greed,v2
"6076808775456587 Confirmed. GHS395.86 sent to <ACCOUNT> - <NAME> on 2026-02-05 at 18:56:29. Your Telecel Cash balance is GHS382.18. You were charged GHS0.00. Your E-levy charge is GHS0.00. Do more with Telecel Cash! Reference: rent.
Sending money from Telecel Cash to Telecel Cash remains FREE on the Telecel Play App. Download the App <URL> and continue to enjoy the convenience. 
Sendi k3k3!",6076808775456587 Confirmed. GHS395.86 sent to <ACCOUNT> - <NAME> on 2026-02-05 at 18:56:29. Your Telecel Cash balance is GHS382.18. You were charged GHS0.00. Your E-levy charge is GHS0.00. Do more with Telecel Cash! Reference: rent. Sending money from Telecel Cash to Telecel Cash remains FREE on the Telecel Play App. Download the App <URL> and continue to enjoy the convenience. Sendi k3k3!,0,legitimate,none,v2
"Sister, MTN Ghana: Over 4,000 subscribers have already claimed their reward this week. You are next — your <AMOUNT> bonus is waiting. Dial *170# then follow steps.","Sister, MTN Ghana: Over 4,000 subscribers have already claimed their reward this week. You are next — your <AMOUNT> bonus is waiting. Dial *170# then follow steps.",1,promo,social_proof,v2
"1564597047031820 confirmed. Your bundle purchase request of 150 mins to call all networks @ GHs3 - 30 days to <PHONE> on 2026-01-27 has been received at 08:32:36. 
GHS3.00 has been debited from your account. Your Telecel Cash balance is GHS3.00.",1564597047031820 confirmed. Your bundle purchase request of 150 mins to call all networks @ GHs3 - 30 days to <PHONE> on 2026-01-27 has been received at 08:32:36. GHS3.00 has been debited from your account. Your Telecel Cash balance is GHS3.00.,0,legitimate,none,v2
"Chale, Attention staff: your employer has migrated payroll to a new platform. Confirm your MoMo details at <URL> today so your salary is not delayed this month. Now now!","Chale, Attention staff: your employer has migrated payroll to a new platform. Confirm your MoMo details at <URL> today so your salary is not delayed this month. Now now!",1,alert,authority,v2
"Chale, MTN ALERT: A withdrawal of <AMOUNT> is being processed from your number. If you did not authorize this, cancel now by confirming your PIN at <URL>. Link expires in 15 min. Abi!","Chale, MTN ALERT: A withdrawal of <AMOUNT> is being processed from your number. If you did not authorize this, cancel now by confirming your PIN at <URL>. Link expires in 15 min. Abi!",1,alert,fear,v2
Telecel Ghana SYSTEM NOTICE: <AMOUNT> was erroneously credited to your wallet due to a network glitch. You are required to reverse it to <PHONE> before 30 minutes or your wallet will be flagged for fraud review.,Telecel Ghana SYSTEM NOTICE: <AMOUNT> was erroneously credited to your wallet due to a network glitch. You are required to reverse it to <PHONE> before 30 minutes or your wallet will be flagged for fraud review.,1,reversal,authority,v2
"Important: Good day. Earlier I called about a wrong transfer of <AMOUNT> to your line and you agreed to return it. As promised, do well to send it to <PHONE> now so I can close the complaint. Thank you. Do fast. Thank you.","Important: Good day. Earlier I called about a wrong transfer of <AMOUNT> to your line and you agreed to return it. As promised, do well to send it to <PHONE> now so I can close the complaint. Thank you. Do fast. Thank you.",1,reversal,commitment,v2
Please note: Absa: Your line has been temporarily blocked due to suspicious activity. Call our verification desk on <PHONE> without delay to restore access.,Please note: Absa: Your line has been temporarily blocked due to suspicious activity. Call our verification desk on <PHONE> without delay to restore access.,1,alert,authority,v2
Important: FINAL NOTICE: Your <AMOUNT> prize from Telecel Ghana expires in 1 hour. Claim now at <URL> — unclaimed funds return to the pool at midnight. Act now.,Important: FINAL NOTICE: Your <AMOUNT> prize from Telecel Ghana expires in 1 hour. Claim now at <URL> — unclaimed funds return to the pool at midnight. Act now.,1,promo,scarcity,v2
Transaction ID: 1153512389938107 confirmed from 555. You have received airtime of GHS20.00 from <ACCOUNT> - <NAME> on 2026-02-02 at 07:22:10.,Transaction ID: 1153512389938107 confirmed from 555. You have received airtime of GHS20.00 from <ACCOUNT> - <NAME> on 2026-02-02 at 07:22:10.,0,legitimate,none,v2
"3398502054680924 Confirmed. GHS381.71 sent to  <PHONE> <NAME> on MTN MOBILE MONEY on 2026-05-25 at 20:29:45. Your Telecel Cash balance is GHS50.00. You were charged GHS2.10. Your E-levy charge is GHS0.00. Sending money from Telecel Cash to Telecel Cash remains FREE on the Telecel Play App. Download the App <URL> and continue to enjoy the convenience.
Reference: delivery. 
Sendi k3k3!",3398502054680924 Confirmed. GHS381.71 sent to <PHONE> <NAME> on MTN MOBILE MONEY on 2026-05-25 at 20:29:45. Your Telecel Cash balance is GHS50.00. You were charged GHS2.10. Your E-levy charge is GHS0.00. Sending money from Telecel Cash to Telecel Cash remains FREE on the Telecel Play App. Download the App <URL> and continue to enjoy the convenience. Reference: delivery. Sendi k3k3!,0,legitimate,none,v2
"ƐYƐ, TELECEL GHANA: WE DETECTED AN UNAUTHORIZED LOGIN ON YOUR PROFILE. IF THIS WASN'T YOU, SECURE IT RIGHT AWAY AT <URL> OR YOUR WALLET WILL BE FROZEN IN 2 HOURS.","ƐYƐ, TELECEL GHANA: WE DETECTED AN UNAUTHORIZED LOGIN ON YOUR PROFILE. IF THIS WASN'T YOU, SECURE IT RIGHT AWAY AT <URL> OR YOUR WALLET WILL BE FROZEN IN 2 HOURS.",1,alert,fear,v2
"8938821829157132 Confirmed. You have received GHS20.00 from MTN MOBILE MONEY with transaction reference: Transfer From: <ACCOUNT>-<NAME>  on 2026-03-05 at 15:16:15. Your Telecel Cash balance is GHS60.00.
Ref: meraki.
Stay alert. Never share your PIN or OTP with anyone or click unknown links. Protect your personal information.",8938821829157132 Confirmed. You have received GHS20.00 from MTN MOBILE MONEY with transaction reference: Transfer From: <ACCOUNT>-<NAME> on 2026-03-05 at 15:16:15. Your Telecel Cash balance is GHS60.00. Ref: meraki. Stay alert. Never share your PIN or OTP with anyone or click unknown links. Protect your personal information.,0,legitimate,none,v2
"8515604336161751 Confirmed. GHS390.06 sent to <ACCOUNT> - <NAME> on 2026-02-13 at 03:13:42. Your Telecel Cash balance is GHS362.23. You were charged GHS0.00. Your E-levy charge is GHS0.00. Do more with Telecel Cash! Reference: drink.
Sending money from Telecel Cash to Telecel Cash remains FREE on the Telecel Play App. Download the App <URL> and continue to enjoy the convenience. 
Sendi k3k3!",8515604336161751 Confirmed. GHS390.06 sent to <ACCOUNT> - <NAME> on 2026-02-13 at 03:13:42. Your Telecel Cash balance is GHS362.23. You were charged GHS0.00. Your E-levy charge is GHS0.00. Do more with Telecel Cash! Reference: drink. Sending money from Telecel Cash to Telecel Cash remains FREE on the Telecel Play App. Download the App <URL> and continue to enjoy the convenience. Sendi k3k3!,0,legitimate,none,v2
"1132341852822448 Confirmed. You have received GHS28.50 from MTN MOBILE MONEY with transaction reference: Transfer From: <ACCOUNT>-<NAME>  on 2026-01-11 at 21:48:53. Your Telecel Cash balance is GHS341.88.
Ref: jersey.
Stay alert. Never share your PIN or OTP with anyone or click unknown links. Protect your personal information.",1132341852822448 Confirmed. You have received GHS28.50 from MTN MOBILE MONEY with transaction reference: Transfer From: <ACCOUNT>-<NAME> on 2026-01-11 at 21:48:53. Your Telecel Cash balance is GHS341.88. Ref: jersey. Stay alert. Never share your PIN or OTP with anyone or click unknown links. Protect your personal information.,0,legitimate,none,v2
FINAL NOTICE: Your <AMOUNT> prize from MTN MoMo expires in 1 hour. Collect now at <URL> — unclaimed funds return to the pool at midnight.,FINAL NOTICE: Your <AMOUNT> prize from MTN MoMo expires in 1 hour. Collect now at <URL> — unclaimed funds return to the pool at midnight.,1,promo,scarcity,v2
